"Messstellennummer";"Messstellenbezeichnung";"Datum";"Abfluss in m³/s"
2377050700;Siebeldingen Queich;30.6.2021;1.5496
2377050700;Siebeldingen Queich;1.7.2021;1.3222
2377050700;Siebeldingen Queich;2.7.2021;1.0668
2377050700;Siebeldingen Queich;3.7.2021;0.9852
2377050700;Siebeldingen Queich;4.7.2021;1.2289
2377050700;Siebeldingen Queich;5.7.2021;1.1374
2377050700;Siebeldingen Queich;6.7.2021;1.1714
2377050700;Siebeldingen Queich;7.7.2021;1.0592
2377050700;Siebeldingen Queich;8.7.2021;1.0916
2377050700;Siebeldingen Queich;9.7.2021;1.235
2377050700;Siebeldingen Queich;10.7.2021;1.064
2377050700;Siebeldingen Queich;11.7.2021;1.0942
2377050700;Siebeldingen Queich;12.7.2021;1.0175
2377050700;Siebeldingen Queich;13.7.2021;2.949
2377050700;Siebeldingen Queich;14.7.2021;1.7248
2377050700;Siebeldingen Queich;15.7.2021;1.8525
2377050700;Siebeldingen Queich;16.7.2021;1.3824
2377050700;Siebeldingen Queich;17.7.2021;1.1887
2377050700;Siebeldingen Queich;18.7.2021;1.1171
2377050700;Siebeldingen Queich;19.7.2021;1.0813
2377050700;Siebeldingen Queich;20.7.2021;1.0436
2377050700;Siebeldingen Queich;21.7.2021;1.002
2377050700;Siebeldingen Queich;22.7.2021;0.931
2377050700;Siebeldingen Queich;23.7.2021;0.9067
2377050700;Siebeldingen Queich;24.7.2021;0.9228
2377050700;Siebeldingen Queich;25.7.2021;0.926
2377050700;Siebeldingen Queich;26.7.2021;0.9185
2377050700;Siebeldingen Queich;27.7.2021;0.9845
2377050700;Siebeldingen Queich;28.7.2021;1.1629
2377050700;Siebeldingen Queich;29.7.2021;0.9937
2377050700;Siebeldingen Queich;30.7.2021;0.8926
2377050700;Siebeldingen Queich;31.7.2021;0.8755
2377050700;Siebeldingen Queich;1.8.2021;0.9123
2377050700;Siebeldingen Queich;2.8.2021;0.932
2377050700;Siebeldingen Queich;3.8.2021;1.083
2377050700;Siebeldingen Queich;4.8.2021;0.9883
2377050700;Siebeldingen Queich;5.8.2021;0.9105
2377050700;Siebeldingen Queich;6.8.2021;0.9716
2377050700;Siebeldingen Queich;7.8.2021;0.9092
2377050700;Siebeldingen Queich;8.8.2021;0.8873
2377050700;Siebeldingen Queich;9.8.2021;0.8869
2377050700;Siebeldingen Queich;10.8.2021;0.8342
2377050700;Siebeldingen Queich;11.8.2021;0.8407
2377050700;Siebeldingen Queich;12.8.2021;0.8292
2377050700;Siebeldingen Queich;13.8.2021;0.8146
2377050700;Siebeldingen Queich;14.8.2021;0.741
2377050700;Siebeldingen Queich;15.8.2021;0.8289
2377050700;Siebeldingen Queich;16.8.2021;0.8122
2377050700;Siebeldingen Queich;17.8.2021;0.7973
2377050700;Siebeldingen Queich;18.8.2021;0.8246
2377050700;Siebeldingen Queich;19.8.2021;0.8007
2377050700;Siebeldingen Queich;20.8.2021;0.7696
2377050700;Siebeldingen Queich;21.8.2021;0.7556
2377050700;Siebeldingen Queich;22.8.2021;1.5366
2377050700;Siebeldingen Queich;23.8.2021;1.0356
2377050700;Siebeldingen Queich;24.8.2021;0.8094
2377050700;Siebeldingen Queich;25.8.2021;0.7797
2377050700;Siebeldingen Queich;26.8.2021;0.7758
2377050700;Siebeldingen Queich;27.8.2021;0.7805
2377050700;Siebeldingen Queich;28.8.2021;0.8032
2377050700;Siebeldingen Queich;29.8.2021;0.7937
2377050700;Siebeldingen Queich;30.8.2021;0.858
2377050700;Siebeldingen Queich;31.8.2021;0.8044
2377050700;Siebeldingen Queich;1.9.2021;0.7763
2377050700;Siebeldingen Queich;2.9.2021;0.7377
2377050700;Siebeldingen Queich;3.9.2021;0.7208
2377050700;Siebeldingen Queich;4.9.2021;0.722
2377050700;Siebeldingen Queich;5.9.2021;0.7312
2377050700;Siebeldingen Queich;6.9.2021;0.714
2377050700;Siebeldingen Queich;7.9.2021;0.7443
2377050700;Siebeldingen Queich;8.9.2021;0.7205
2377050700;Siebeldingen Queich;9.9.2021;0.7206
2377050700;Siebeldingen Queich;10.9.2021;0.7266
2377050700;Siebeldingen Queich;11.9.2021;0.7285
2377050700;Siebeldingen Queich;12.9.2021;0.691
2377050700;Siebeldingen Queich;13.9.2021;0.6905
2377050700;Siebeldingen Queich;14.9.2021;0.715
2377050700;Siebeldingen Queich;15.9.2021;1.5269
2377050700;Siebeldingen Queich;16.9.2021;0.8652
2377050700;Siebeldingen Queich;17.9.2021;0.7531
2377050700;Siebeldingen Queich;18.9.2021;0.7233
2377050700;Siebeldingen Queich;19.9.2021;0.6959
2377050700;Siebeldingen Queich;20.9.2021;0.731
2377050700;Siebeldingen Queich;21.9.2021;0.7073
2377050700;Siebeldingen Queich;22.9.2021;0.6856
2377050700;Siebeldingen Queich;23.9.2021;0.6579
2377050700;Siebeldingen Queich;24.9.2021;0.6502
2377050700;Siebeldingen Queich;25.9.2021;0.6645
2377050700;Siebeldingen Queich;26.9.2021;0.7132
2377050700;Siebeldingen Queich;27.9.2021;0.6935
2377050700;Siebeldingen Queich;28.9.2021;0.6983
2377050700;Siebeldingen Queich;29.9.2021;0.6702
2377050700;Siebeldingen Queich;30.9.2021;0.6511
2377050700;Siebeldingen Queich;1.10.2021;0.6009
2377050700;Siebeldingen Queich;2.10.2021;0.6469
2377050700;Siebeldingen Queich;3.10.2021;0.7395
2377050700;Siebeldingen Queich;4.10.2021;0.8447
2377050700;Siebeldingen Queich;5.10.2021;0.8463
2377050700;Siebeldingen Queich;6.10.2021;0.8121
2377050700;Siebeldingen Queich;7.10.2021;0.7227
2377050700;Siebeldingen Queich;8.10.2021;0.6535
2377050700;Siebeldingen Queich;9.10.2021;0.6645
2377050700;Siebeldingen Queich;10.10.2021;0.6817
2377050700;Siebeldingen Queich;11.10.2021;0.6816
2377050700;Siebeldingen Queich;12.10.2021;0.7158
2377050700;Siebeldingen Queich;13.10.2021;0.7334
2377050700;Siebeldingen Queich;14.10.2021;0.7142
2377050700;Siebeldingen Queich;15.10.2021;0.709
2377050700;Siebeldingen Queich;16.10.2021;0.6899
2377050700;Siebeldingen Queich;17.10.2021;0.7023
2377050700;Siebeldingen Queich;18.10.2021;0.6848
2377050700;Siebeldingen Queich;19.10.2021;0.7161
2377050700;Siebeldingen Queich;20.10.2021;0.7838
2377050700;Siebeldingen Queich;21.10.2021;1.3591
2377050700;Siebeldingen Queich;22.10.2021;1.0319
2377050700;Siebeldingen Queich;23.10.2021;0.7965
2377050700;Siebeldingen Queich;24.10.2021;0.7515
2377050700;Siebeldingen Queich;25.10.2021;0.7493
2377050700;Siebeldingen Queich;26.10.2021;0.7686
2377050700;Siebeldingen Queich;27.10.2021;0.7361
2377050700;Siebeldingen Queich;28.10.2021;0.7001
2377050700;Siebeldingen Queich;29.10.2021;0.6714
2377050700;Siebeldingen Queich;30.10.2021;0.727
2377050700;Siebeldingen Queich;31.10.2021;0.776
2377050700;Siebeldingen Queich;1.11.2021;0.9839
2377050700;Siebeldingen Queich;2.11.2021;0.8988
2377050700;Siebeldingen Queich;3.11.2021;1.2934
2377050700;Siebeldingen Queich;4.11.2021;0.9333
2377050700;Siebeldingen Queich;5.11.2021;0.8651
2377050700;Siebeldingen Queich;6.11.2021;0.7513
2377050700;Siebeldingen Queich;7.11.2021;0.7549
2377050700;Siebeldingen Queich;8.11.2021;0.7651
2377050700;Siebeldingen Queich;9.11.2021;0.6959
2377050700;Siebeldingen Queich;10.11.2021;0.6815
2377050700;Siebeldingen Queich;11.11.2021;0.672
2377050700;Siebeldingen Queich;12.11.2021;0.6661
2377050700;Siebeldingen Queich;13.11.2021;0.719
2377050700;Siebeldingen Queich;14.11.2021;0.8634
2377050700;Siebeldingen Queich;15.11.2021;0.7672
2377050700;Siebeldingen Queich;16.11.2021;0.7299
2377050700;Siebeldingen Queich;17.11.2021;0.7073
2377050700;Siebeldingen Queich;18.11.2021;0.7045
2377050700;Siebeldingen Queich;19.11.2021;0.6872
2377050700;Siebeldingen Queich;20.11.2021;0.6778
2377050700;Siebeldingen Queich;21.11.2021;0.7157
2377050700;Siebeldingen Queich;22.11.2021;0.6706
2377050700;Siebeldingen Queich;23.11.2021;0.5947
2377050700;Siebeldingen Queich;24.11.2021;0.561
2377050700;Siebeldingen Queich;25.11.2021;0.6003
2377050700;Siebeldingen Queich;26.11.2021;0.5909
2377050700;Siebeldingen Queich;27.11.2021;0.7334
2377050700;Siebeldingen Queich;28.11.2021;0.6384
2377050700;Siebeldingen Queich;29.11.2021;0.6177
2377050700;Siebeldingen Queich;30.11.2021;0.7502
2377050700;Siebeldingen Queich;1.12.2021;0.9567
2377050700;Siebeldingen Queich;2.12.2021;1.1016
2377050700;Siebeldingen Queich;3.12.2021;0.7702
2377050700;Siebeldingen Queich;4.12.2021;1.4358
2377050700;Siebeldingen Queich;5.12.2021;1.167
2377050700;Siebeldingen Queich;6.12.2021;0.8651
2377050700;Siebeldingen Queich;7.12.2021;0.9774
2377050700;Siebeldingen Queich;8.12.2021;0.8771
2377050700;Siebeldingen Queich;9.12.2021;0.7851
2377050700;Siebeldingen Queich;10.12.2021;0.8547
2377050700;Siebeldingen Queich;11.12.2021;0.883
2377050700;Siebeldingen Queich;12.12.2021;0.7041
2377050700;Siebeldingen Queich;13.12.2021;0.7016
2377050700;Siebeldingen Queich;14.12.2021;0.7036
2377050700;Siebeldingen Queich;15.12.2021;0.7
2377050700;Siebeldingen Queich;16.12.2021;0.6915
2377050700;Siebeldingen Queich;17.12.2021;0.6708
2377050700;Siebeldingen Queich;18.12.2021;0.6454
2377050700;Siebeldingen Queich;19.12.2021;0.6357
2377050700;Siebeldingen Queich;20.12.2021;0.6398
2377050700;Siebeldingen Queich;21.12.2021;0.6009
2377050700;Siebeldingen Queich;22.12.2021;0.5747
2377050700;Siebeldingen Queich;23.12.2021;0.5737
2377050700;Siebeldingen Queich;24.12.2021;0.6606
2377050700;Siebeldingen Queich;25.12.2021;0.9896
2377050700;Siebeldingen Queich;26.12.2021;0.9089
2377050700;Siebeldingen Queich;27.12.2021;1.119
2377050700;Siebeldingen Queich;28.12.2021;1.631
2377050700;Siebeldingen Queich;29.12.2021;1.4681
2377050700;Siebeldingen Queich;30.12.2021;1.4901
2377050700;Siebeldingen Queich;31.12.2021;1.1164
2377050700;Siebeldingen Queich;1.1.2022;0.9786
2377050700;Siebeldingen Queich;2.1.2022;0.8897
2377050700;Siebeldingen Queich;3.1.2022;0.9061
2377050700;Siebeldingen Queich;4.1.2022;3.2938
2377050700;Siebeldingen Queich;5.1.2022;2.5387
2377050700;Siebeldingen Queich;6.1.2022;1.526
2377050700;Siebeldingen Queich;7.1.2022;1.2604
2377050700;Siebeldingen Queich;8.1.2022;1.5383
2377050700;Siebeldingen Queich;9.1.2022;3.039
2377050700;Siebeldingen Queich;10.1.2022;1.7143
2377050700;Siebeldingen Queich;11.1.2022;1.3613
2377050700;Siebeldingen Queich;12.1.2022;1.2065
2377050700;Siebeldingen Queich;13.1.2022;1.1121
2377050700;Siebeldingen Queich;14.1.2022;1.0533
2377050700;Siebeldingen Queich;15.1.2022;1.05
2377050700;Siebeldingen Queich;16.1.2022;1.0413
2377050700;Siebeldingen Queich;17.1.2022;1.0198
2377050700;Siebeldingen Queich;18.1.2022;0.9919
2377050700;Siebeldingen Queich;19.1.2022;0.9728
2377050700;Siebeldingen Queich;20.1.2022;1.0103
2377050700;Siebeldingen Queich;21.1.2022;0.9334
2377050700;Siebeldingen Queich;22.1.2022;0.9401
2377050700;Siebeldingen Queich;23.1.2022;0.9249
2377050700;Siebeldingen Queich;24.1.2022;0.8961
2377050700;Siebeldingen Queich;25.1.2022;0.8876
2377050700;Siebeldingen Queich;26.1.2022;0.8676
2377050700;Siebeldingen Queich;27.1.2022;0.8658
2377050700;Siebeldingen Queich;28.1.2022;0.8877
2377050700;Siebeldingen Queich;29.1.2022;0.8642
2377050700;Siebeldingen Queich;30.1.2022;0.9815
2377050700;Siebeldingen Queich;31.1.2022;1.0069
2377050700;Siebeldingen Queich;1.2.2022;1.013
2377050700;Siebeldingen Queich;2.2.2022;1.1931
2377050700;Siebeldingen Queich;3.2.2022;1.048
2377050700;Siebeldingen Queich;4.2.2022;0.9937
2377050700;Siebeldingen Queich;5.2.2022;0.9674
2377050700;Siebeldingen Queich;6.2.2022;1.9165
2377050700;Siebeldingen Queich;7.2.2022;4.8268
2377050700;Siebeldingen Queich;8.2.2022;1.9816
2377050700;Siebeldingen Queich;9.2.2022;1.6878
2377050700;Siebeldingen Queich;10.2.2022;1.5716
2377050700;Siebeldingen Queich;11.2.2022;1.5109
2377050700;Siebeldingen Queich;12.2.2022;1.3318
2377050700;Siebeldingen Queich;13.2.2022;1.3333
2377050700;Siebeldingen Queich;14.2.2022;1.4029
2377050700;Siebeldingen Queich;15.2.2022;1.3928
2377050700;Siebeldingen Queich;16.2.2022;1.5912
2377050700;Siebeldingen Queich;17.2.2022;2.0765
2377050700;Siebeldingen Queich;18.2.2022;1.6604
2377050700;Siebeldingen Queich;19.2.2022;1.4636
2377050700;Siebeldingen Queich;20.2.2022;1.4013
2377050700;Siebeldingen Queich;21.2.2022;2.0379
2377050700;Siebeldingen Queich;22.2.2022;1.7431
2377050700;Siebeldingen Queich;23.2.2022;1.6664
2377050700;Siebeldingen Queich;24.2.2022;1.4857
2377050700;Siebeldingen Queich;25.2.2022;1.577
2377050700;Siebeldingen Queich;26.2.2022;1.44
2377050700;Siebeldingen Queich;27.2.2022;1.3898
2377050700;Siebeldingen Queich;28.2.2022;1.371
2377050700;Siebeldingen Queich;1.3.2022;1.351
2377050700;Siebeldingen Queich;2.3.2022;1.3591
2377050700;Siebeldingen Queich;3.3.2022;1.3631
2377050700;Siebeldingen Queich;4.3.2022;1.3418
2377050700;Siebeldingen Queich;5.3.2022;1.2961
2377050700;Siebeldingen Queich;6.3.2022;1.2649
2377050700;Siebeldingen Queich;7.3.2022;1.2422
2377050700;Siebeldingen Queich;8.3.2022;1.2149
2377050700;Siebeldingen Queich;9.3.2022;1.1884
2377050700;Siebeldingen Queich;10.3.2022;1.1885
2377050700;Siebeldingen Queich;11.3.2022;1.2127
2377050700;Siebeldingen Queich;12.3.2022;1.2062
2377050700;Siebeldingen Queich;13.3.2022;1.1819
2377050700;Siebeldingen Queich;14.3.2022;1.2802
2377050700;Siebeldingen Queich;15.3.2022;1.3189
2377050700;Siebeldingen Queich;16.3.2022;1.3543
2377050700;Siebeldingen Queich;17.3.2022;1.2056
2377050700;Siebeldingen Queich;18.3.2022;1.1224
2377050700;Siebeldingen Queich;19.3.2022;1.0824
2377050700;Siebeldingen Queich;20.3.2022;1.0733
2377050700;Siebeldingen Queich;21.3.2022;1.0918
2377050700;Siebeldingen Queich;22.3.2022;1.0557
2377050700;Siebeldingen Queich;23.3.2022;1.0347
2377050700;Siebeldingen Queich;24.3.2022;1.0366
2377050700;Siebeldingen Queich;25.3.2022;1.0293
2377050700;Siebeldingen Queich;26.3.2022;1.0161
2377050700;Siebeldingen Queich;27.3.2022;0.9837
2377050700;Siebeldingen Queich;28.3.2022;0.9999
2377050700;Siebeldingen Queich;29.3.2022;1.0457
2377050700;Siebeldingen Queich;30.3.2022;1.1999
2377050700;Siebeldingen Queich;31.3.2022;1.1293
2377050700;Siebeldingen Queich;1.4.2022;1.0837
2377050700;Siebeldingen Queich;2.4.2022;1.0203
2377050700;Siebeldingen Queich;3.4.2022;0.9501
2377050700;Siebeldingen Queich;4.4.2022;0.9358
2377050700;Siebeldingen Queich;5.4.2022;0.9744
2377050700;Siebeldingen Queich;6.4.2022;1.0427
2377050700;Siebeldingen Queich;7.4.2022;1.4883
2377050700;Siebeldingen Queich;8.4.2022;3.6876
2377050700;Siebeldingen Queich;9.4.2022;5.6177
2377050700;Siebeldingen Queich;10.4.2022;2.2927
2377050700;Siebeldingen Queich;11.4.2022;1.8821
2377050700;Siebeldingen Queich;12.4.2022;1.803
2377050700;Siebeldingen Queich;13.4.2022;1.7099
2377050700;Siebeldingen Queich;14.4.2022;1.6361
2377050700;Siebeldingen Queich;15.4.2022;1.524
2377050700;Siebeldingen Queich;16.4.2022;1.4381
2377050700;Siebeldingen Queich;17.4.2022;1.4039
2377050700;Siebeldingen Queich;18.4.2022;1.4122
2377050700;Siebeldingen Queich;19.4.2022;1.4477
2377050700;Siebeldingen Queich;20.4.2022;1.4257
2377050700;Siebeldingen Queich;21.4.2022;1.4175
2377050700;Siebeldingen Queich;22.4.2022;1.4034
2377050700;Siebeldingen Queich;23.4.2022;1.3804
2377050700;Siebeldingen Queich;24.4.2022;1.4515
2377050700;Siebeldingen Queich;25.4.2022;1.5923
2377050700;Siebeldingen Queich;26.4.2022;1.5992
2377050700;Siebeldingen Queich;27.4.2022;1.3526
2377050700;Siebeldingen Queich;28.4.2022;1.2391
2377050700;Siebeldingen Queich;29.4.2022;1.188
2377050700;Siebeldingen Queich;30.4.2022;1.3079
2377050700;Siebeldingen Queich;1.5.2022;1.2363
2377050700;Siebeldingen Queich;2.5.2022;1.2659
2377050700;Siebeldingen Queich;3.5.2022;1.2746
2377050700;Siebeldingen Queich;4.5.2022;1.6691
2377050700;Siebeldingen Queich;5.5.2022;1.5506
2377050700;Siebeldingen Queich;6.5.2022;1.3445
2377050700;Siebeldingen Queich;7.5.2022;1.2481
2377050700;Siebeldingen Queich;8.5.2022;1.2293
2377050700;Siebeldingen Queich;9.5.2022;1.2114
2377050700;Siebeldingen Queich;10.5.2022;1.1789
2377050700;Siebeldingen Queich;11.5.2022;1.2082
2377050700;Siebeldingen Queich;12.5.2022;1.211
2377050700;Siebeldingen Queich;13.5.2022;1.1802
2377050700;Siebeldingen Queich;14.5.2022;1.1191
2377050700;Siebeldingen Queich;15.5.2022;1.13
2377050700;Siebeldingen Queich;16.5.2022;1.1658
2377050700;Siebeldingen Queich;17.5.2022;1.1325
2377050700;Siebeldingen Queich;18.5.2022;1.1169
2377050700;Siebeldingen Queich;19.5.2022;1.1497
2377050700;Siebeldingen Queich;20.5.2022;1.341
2377050700;Siebeldingen Queich;21.5.2022;1.1904
2377050700;Siebeldingen Queich;22.5.2022;1.0892
2377050700;Siebeldingen Queich;23.5.2022;1.1832
2377050700;Siebeldingen Queich;24.5.2022;1.1632
2377050700;Siebeldingen Queich;25.5.2022;1.0461
2377050700;Siebeldingen Queich;26.5.2022;0.9937
2377050700;Siebeldingen Queich;27.5.2022;0.9922
2377050700;Siebeldingen Queich;28.5.2022;0.9704
2377050700;Siebeldingen Queich;29.5.2022;0.9806
2377050700;Siebeldingen Queich;30.5.2022;0.9592
2377050700;Siebeldingen Queich;31.5.2022;0.9445
2377050700;Siebeldingen Queich;1.6.2022;0.9766
2377050700;Siebeldingen Queich;2.6.2022;0.9491
2377050700;Siebeldingen Queich;3.6.2022;0.9591
2377050700;Siebeldingen Queich;4.6.2022;0.9798
2377050700;Siebeldingen Queich;5.6.2022;1.3158
2377050700;Siebeldingen Queich;6.6.2022;1.1286
2377050700;Siebeldingen Queich;7.6.2022;1.081
2377050700;Siebeldingen Queich;8.6.2022;1.1829
2377050700;Siebeldingen Queich;9.6.2022;0.97
2377050700;Siebeldingen Queich;10.6.2022;0.7639
2377050700;Siebeldingen Queich;11.6.2022;0.7544
2377050700;Siebeldingen Queich;12.6.2022;0.7523
2377050700;Siebeldingen Queich;13.6.2022;0.7297
2377050700;Siebeldingen Queich;14.6.2022;0.6939
2377050700;Siebeldingen Queich;15.6.2022;0.7201
2377050700;Siebeldingen Queich;16.6.2022;0.7077
2377050700;Siebeldingen Queich;17.6.2022;0.6688
2377050700;Siebeldingen Queich;18.6.2022;0.6942
2377050700;Siebeldingen Queich;19.6.2022;0.7397
2377050700;Siebeldingen Queich;20.6.2022;0.7296
2377050700;Siebeldingen Queich;21.6.2022;0.6932
2377050700;Siebeldingen Queich;22.6.2022;0.7372
2377050700;Siebeldingen Queich;23.6.2022;0.7911
2377050700;Siebeldingen Queich;24.6.2022;1.5224
2377050700;Siebeldingen Queich;25.6.2022;0.9557
2377050700;Siebeldingen Queich;26.6.2022;0.7247
2377050700;Siebeldingen Queich;27.6.2022;1.563
2377050700;Siebeldingen Queich;28.6.2022;0.7688
2377050700;Siebeldingen Queich;29.6.2022;0.7083
2377050700;Siebeldingen Queich;30.6.2022;0.6993
2377050700;Siebeldingen Queich;1.7.2022;0.681
2377050700;Siebeldingen Queich;2.7.2022;0.6136
2377050700;Siebeldingen Queich;3.7.2022;0.6033
2377050700;Siebeldingen Queich;4.7.2022;0.6358
2377050700;Siebeldingen Queich;5.7.2022;0.5978
2377050700;Siebeldingen Queich;6.7.2022;0.5764
2377050700;Siebeldingen Queich;7.7.2022;0.5703
2377050700;Siebeldingen Queich;8.7.2022;0.5726
2377050700;Siebeldingen Queich;9.7.2022;0.571
2377050700;Siebeldingen Queich;10.7.2022;0.5506
2377050700;Siebeldingen Queich;11.7.2022;0.5569
2377050700;Siebeldingen Queich;12.7.2022;0.5616
2377050700;Siebeldingen Queich;13.7.2022;0.5356
2377050700;Siebeldingen Queich;14.7.2022;0.5533
2377050700;Siebeldingen Queich;15.7.2022;0.5279
2377050700;Siebeldingen Queich;16.7.2022;0.5078
2377050700;Siebeldingen Queich;17.7.2022;0.492
2377050700;Siebeldingen Queich;18.7.2022;0.568
2377050700;Siebeldingen Queich;19.7.2022;0.593
2377050700;Siebeldingen Queich;20.7.2022;0.6446
2377050700;Siebeldingen Queich;21.7.2022;0.7372
2377050700;Siebeldingen Queich;22.7.2022;0.6543
2377050700;Siebeldingen Queich;23.7.2022;0.6718
2377050700;Siebeldingen Queich;24.7.2022;0.6335
2377050700;Siebeldingen Queich;25.7.2022;0.6298
2377050700;Siebeldingen Queich;26.7.2022;0.6172
2377050700;Siebeldingen Queich;27.7.2022;0.6113
2377050700;Siebeldingen Queich;28.7.2022;0.5835
2377050700;Siebeldingen Queich;29.7.2022;0.5959
2377050700;Siebeldingen Queich;30.7.2022;0.5829
2377050700;Siebeldingen Queich;31.7.2022;0.5678
2377050700;Siebeldingen Queich;1.8.2022;0.5751
2377050700;Siebeldingen Queich;2.8.2022;0.5905
2377050700;Siebeldingen Queich;3.8.2022;0.5792
2377050700;Siebeldingen Queich;4.8.2022;0.5984
2377050700;Siebeldingen Queich;5.8.2022;0.628
2377050700;Siebeldingen Queich;6.8.2022;0.57
2377050700;Siebeldingen Queich;7.8.2022;0.5307
2377050700;Siebeldingen Queich;8.8.2022;0.5176
2377050700;Siebeldingen Queich;9.8.2022;0.5195
2377050700;Siebeldingen Queich;10.8.2022;0.5258
2377050700;Siebeldingen Queich;11.8.2022;0.5102
2377050700;Siebeldingen Queich;12.8.2022;0.517
2377050700;Siebeldingen Queich;13.8.2022;0.5157
2377050700;Siebeldingen Queich;14.8.2022;0.527
2377050700;Siebeldingen Queich;15.8.2022;0.6199
2377050700;Siebeldingen Queich;16.8.2022;0.5842
2377050700;Siebeldingen Queich;17.8.2022;0.5508
2377050700;Siebeldingen Queich;18.8.2022;0.6195
2377050700;Siebeldingen Queich;19.8.2022;0.5791
2377050700;Siebeldingen Queich;20.8.2022;0.5439
2377050700;Siebeldingen Queich;21.8.2022;0.5149
2377050700;Siebeldingen Queich;22.8.2022;0.5101
2377050700;Siebeldingen Queich;23.8.2022;0.5144
2377050700;Siebeldingen Queich;24.8.2022;0.5117
2377050700;Siebeldingen Queich;25.8.2022;0.5003
2377050700;Siebeldingen Queich;26.8.2022;0.6332
2377050700;Siebeldingen Queich;27.8.2022;0.6485
2377050700;Siebeldingen Queich;28.8.2022;0.5856
2377050700;Siebeldingen Queich;29.8.2022;0.5177
2377050700;Siebeldingen Queich;30.8.2022;0.4961
2377050700;Siebeldingen Queich;31.8.2022;0.5109
2377050700;Siebeldingen Queich;1.9.2022;0.4967
2377050700;Siebeldingen Queich;2.9.2022;0.4772
2377050700;Siebeldingen Queich;3.9.2022;0.6845
2377050700;Siebeldingen Queich;4.9.2022;0.5713
2377050700;Siebeldingen Queich;5.9.2022;0.5034
2377050700;Siebeldingen Queich;6.9.2022;0.5272
2377050700;Siebeldingen Queich;7.9.2022;0.5633
2377050700;Siebeldingen Queich;8.9.2022;0.6952
2377050700;Siebeldingen Queich;9.9.2022;0.619
2377050700;Siebeldingen Queich;10.9.2022;0.6799
2377050700;Siebeldingen Queich;11.9.2022;0.5971
2377050700;Siebeldingen Queich;12.9.2022;0.5073
2377050700;Siebeldingen Queich;13.9.2022;0.5063
2377050700;Siebeldingen Queich;14.9.2022;1.5802
2377050700;Siebeldingen Queich;15.9.2022;1.0284
2377050700;Siebeldingen Queich;16.9.2022;0.6385
2377050700;Siebeldingen Queich;17.9.2022;0.6119
2377050700;Siebeldingen Queich;18.9.2022;0.5936
2377050700;Siebeldingen Queich;19.9.2022;0.5533
2377050700;Siebeldingen Queich;20.9.2022;0.5099
2377050700;Siebeldingen Queich;21.9.2022;0.474
2377050700;Siebeldingen Queich;22.9.2022;0.45
2377050700;Siebeldingen Queich;23.9.2022;0.4334
2377050700;Siebeldingen Queich;24.9.2022;0.4934
2377050700;Siebeldingen Queich;25.9.2022;0.6236
2377050700;Siebeldingen Queich;26.9.2022;0.5604
2377050700;Siebeldingen Queich;27.9.2022;0.8709
2377050700;Siebeldingen Queich;28.9.2022;0.9114
2377050700;Siebeldingen Queich;29.9.2022;0.642
2377050700;Siebeldingen Queich;30.9.2022;0.6381
2377050700;Siebeldingen Queich;1.10.2022;0.9446
2377050700;Siebeldingen Queich;2.10.2022;1.5673
2377050700;Siebeldingen Queich;3.10.2022;1.1269
2377050700;Siebeldingen Queich;4.10.2022;0.641
2377050700;Siebeldingen Queich;5.10.2022;0.6109
2377050700;Siebeldingen Queich;6.10.2022;0.5615
2377050700;Siebeldingen Queich;7.10.2022;0.5276
2377050700;Siebeldingen Queich;8.10.2022;0.5344
2377050700;Siebeldingen Queich;9.10.2022;0.5
2377050700;Siebeldingen Queich;10.10.2022;0.4994
2377050700;Siebeldingen Queich;11.10.2022;0.5238
2377050700;Siebeldingen Queich;12.10.2022;0.5038
2377050700;Siebeldingen Queich;13.10.2022;0.5007
2377050700;Siebeldingen Queich;14.10.2022;0.5644
2377050700;Siebeldingen Queich;15.10.2022;1.4409
2377050700;Siebeldingen Queich;16.10.2022;0.7996
2377050700;Siebeldingen Queich;17.10.2022;0.6409
2377050700;Siebeldingen Queich;18.10.2022;0.6407
2377050700;Siebeldingen Queich;19.10.2022;0.5881
2377050700;Siebeldingen Queich;20.10.2022;0.6245
2377050700;Siebeldingen Queich;21.10.2022;1.1441
2377050700;Siebeldingen Queich;22.10.2022;0.8467
2377050700;Siebeldingen Queich;23.10.2022;0.663
2377050700;Siebeldingen Queich;24.10.2022;0.6752
2377050700;Siebeldingen Queich;25.10.2022;0.5951
2377050700;Siebeldingen Queich;26.10.2022;0.5977
2377050700;Siebeldingen Queich;27.10.2022;0.5553
2377050700;Siebeldingen Queich;28.10.2022;0.5775
2377050700;Siebeldingen Queich;29.10.2022;0.5737
2377050700;Siebeldingen Queich;30.10.2022;0.5442
2377050700;Siebeldingen Queich;31.10.2022;0.5503
2377050700;Siebeldingen Queich;1.11.2022;0.6931
2377050700;Siebeldingen Queich;2.11.2022;0.5669
2377050700;Siebeldingen Queich;3.11.2022;0.5606
2377050700;Siebeldingen Queich;4.11.2022;0.8146
2377050700;Siebeldingen Queich;5.11.2022;0.6508
2377050700;Siebeldingen Queich;6.11.2022;0.5501
2377050700;Siebeldingen Queich;7.11.2022;0.5278
2377050700;Siebeldingen Queich;8.11.2022;0.5497
2377050700;Siebeldingen Queich;9.11.2022;1.0236
2377050700;Siebeldingen Queich;10.11.2022;0.6594
2377050700;Siebeldingen Queich;11.11.2022;0.5581
